actors,director,movie_name
Dabbs Greer,Frank Darabont,The Green Mile
Eve Brent,Frank Darabont,The Green Mile
William Sadler,Frank Darabont,The Green Mile
Mack Miles,Frank Darabont,The Green Mile
Rai Tasco,Frank Darabont,The Green Mile
Rai Tasco,Frank Darabont,The Green Mile
Mark Hamill,George Lucas,Star Wars: Episode IV - A New Hope
Harrison Ford,George Lucas,Star Wars: Episode IV - A New Hope
Carrie Fisher,George Lucas,Star Wars: Episode IV - A New Hope
Alec Guinness,George Lucas,Star Wars: Episode IV - A New Hope
Peter Cushing,George Lucas,Star Wars: Episode IV - A New Hope
Anthony Daniels,George Lucas,Star Wars: Episode IV - A New Hope
Kenny Baker,George Lucas,Star Wars: Episode IV - A New Hope
Peter Mayhew,George Lucas,Star Wars: Episode IV - A New Hope
David Prowse,George Lucas,Star Wars: Episode IV - A New Hope
Phil Brown,George Lucas,Star Wars: Episode IV - A New Hope
Shelagh Fraser,George Lucas,Star Wars: Episode IV - A New Hope
Jack Purvis,George Lucas,Star Wars: Episode IV - A New Hope
Alex McCrindle,George Lucas,Star Wars: Episode IV - A New Hope
Eddie Byrne,George Lucas,Star Wars: Episode IV - A New Hope
Drewe Henley,George Lucas,Star Wars: Episode IV - A New Hope
Denis Lawson,George Lucas,Star Wars: Episode IV - A New Hope
Garrick Hagon,George Lucas,Star Wars: Episode IV - A New Hope
Jack Klaff,George Lucas,Star Wars: Episode IV - A New Hope
Jack Klaff,George Lucas,Star Wars: Episode IV - A New Hope
Arnold Schwarzenegger,James Cameron,Terminator 2: Judgment Day
Linda Hamilton,James Cameron,Terminator 2: Judgment Day
Edward Furlong,James Cameron,Terminator 2: Judgment Day
Robert Patrick,James Cameron,Terminator 2: Judgment Day
Earl Boen,James Cameron,Terminator 2: Judgment Day
Joe Morton,James Cameron,Terminator 2: Judgment Day
S. Epatha Merkerson,James Cameron,Terminator 2: Judgment Day
Castulo Guerra,James Cameron,Terminator 2: Judgment Day
Danny Cooksey,James Cameron,Terminator 2: Judgment Day
Jenette Goldstein,James Cameron,Terminator 2: Judgment Day
Xander Berkeley,James Cameron,Terminator 2: Judgment Day
Leslie Hamilton Gearren,James Cameron,Terminator 2: Judgment Day
Ken Gibbel,James Cameron,Terminator 2: Judgment Day
Robert Winley,James Cameron,Terminator 2: Judgment Day
Peter Schrum,James Cameron,Terminator 2: Judgment Day
Shane Wilder,James Cameron,Terminator 2: Judgment Day
Michael Edwards,James Cameron,Terminator 2: Judgment Day
Jared Lounsbery,James Cameron,Terminator 2: Judgment Day
Jared Lounsbery,James Cameron,Terminator 2: Judgment Day
Michael J. Fox,Robert Zemeckis,Back to the Future
Christopher Lloyd,Robert Zemeckis,Back to the Future
Lea Thompson,Robert Zemeckis,Back to the Future
Crispin Glover,Robert Zemeckis,Back to the Future
Tom Wilson,Robert Zemeckis,Back to the Future
Claudia Wells,Robert Zemeckis,Back to the Future
Marc McClure,Robert Zemeckis,Back to the Future
Wendie Jo Sperber,Robert Zemeckis,Back to the Future
George DiCenzo,Robert Zemeckis,Back to the Future
Frances Lee McCain,Robert Zemeckis,Back to the Future
James Tolkan,Robert Zemeckis,Back to the Future
J.J. Cohen,Robert Zemeckis,Back to the Future
Casey Siemaszko,Robert Zemeckis,Back to the Future
Billy Zane,Robert Zemeckis,Back to the Future
Harry Waters Jr.,Robert Zemeckis,Back to the Future
Donald Fullilove,Robert Zemeckis,Back to the Future
Lisa Freeman,Robert Zemeckis,Back to the Future
Cristen Kauffman,Robert Zemeckis,Back to the Future
Cristen Kauffman,Robert Zemeckis,Back to the Future
Daveigh Chase,Hayao Miyazaki,Spirited Away
Suzanne Pleshette,Hayao Miyazaki,Spirited Away
Miyu Irino,Hayao Miyazaki,Spirited Away
Rumi Hiiragi,Hayao Miyazaki,Spirited Away
Mari Natsuki,Hayao Miyazaki,Spirited Away
Takashi Naitô,Hayao Miyazaki,Spirited Away
Yasuko Sawaguchi,Hayao Miyazaki,Spirited Away
Tatsuya Gashûin,Hayao Miyazaki,Spirited Away
Ryûnosuke Kamiki,Hayao Miyazaki,Spirited Away
Yumi Tamai,Hayao Miyazaki,Spirited Away
Yô Ôizumi,Hayao Miyazaki,Spirited Away
Koba Hayashi,Hayao Miyazaki,Spirited Away
Tsunehiko Kamijô,Hayao Miyazaki,Spirited Away
Takehiko Ono,Hayao Miyazaki,Spirited Away
Bunta Sugawara,Hayao Miyazaki,Spirited Away
Shigeru Wakita,Hayao Miyazaki,Spirited Away
Shirô Saitô,Hayao Miyazaki,Spirited Away
Michiko Yamamoto,Hayao Miyazaki,Spirited Away
Michiko Yamamoto,Hayao Miyazaki,Spirited Away
Adrien Brody,Roman Polanski,The Pianist
Thomas Kretschmann,Roman Polanski,The Pianist
Frank Finlay,Roman Polanski,The Pianist
Emilia Fox,Roman Polanski,The Pianist
Michal Zebrowski,Roman Polanski,The Pianist
Ed Stoppard,Roman Polanski,The Pianist
Maureen Lipman,Roman Polanski,The Pianist
Jessica Kate Meyer,Roman Polanski,The Pianist
Julia Rayner,Roman Polanski,The Pianist
Wanja Mues,Roman Polanski,The Pianist
Richard Ridings,Roman Polanski,The Pianist
Nomi Sharron,Roman Polanski,The Pianist
Anthony Milner,Roman Polanski,The Pianist
Lucy Skeaping,Roman Polanski,The Pianist
Roddy Skeaping,Roman Polanski,The Pianist
Ben Harlan,Roman Polanski,The Pianist
Thomas Lawinky,Roman Polanski,The Pianist
Joachim Paul Assböck,Roman Polanski,The Pianist
Joachim Paul Assböck,Roman Polanski,The Pianist
Anthony Perkins,Alfred Hitchcock,Psycho
Janet Leigh,Alfred Hitchcock,Psycho
Vera Miles,Alfred Hitchcock,Psycho
John Gavin,Alfred Hitchcock,Psycho
Martin Balsam,Alfred Hitchcock,Psycho
John McIntire,Alfred Hitchcock,Psycho
Simon Oakland,Alfred Hitchcock,Psycho
Frank Albertson,Alfred Hitchcock,Psycho
Patricia Hitchcock,Alfred Hitchcock,Psycho
Vaughn Taylor,Alfred Hitchcock,Psycho
Lurene Tuttle,Alfred Hitchcock,Psycho
John Anderson,Alfred Hitchcock,Psycho
Mort Mills,Alfred Hitchcock,Psycho
Fletcher Allen,Alfred Hitchcock,Psycho
Walter Bacon,Alfred Hitchcock,Psycho
Prudence Beers,Alfred Hitchcock,Psycho
Kit Carson,Alfred Hitchcock,Psycho
Francis De Sales,Alfred Hitchcock,Psycho
Francis De Sales,Alfred Hitchcock,Psycho
Song Kang-ho,Bong Joon Ho,Parasite
Lee Sun-kyun,Bong Joon Ho,Parasite
Cho Yeo-jeong,Bong Joon Ho,Parasite
Choi Woo-sik,Bong Joon Ho,Parasite
Park So-dam,Bong Joon Ho,Parasite
Lee Jeong-eun,Bong Joon Ho,Parasite
Jang Hye-jin,Bong Joon Ho,Parasite
Park Myeong-hoon,Bong Joon Ho,Parasite
Jung Ji-so,Bong Joon Ho,Parasite
Jung Hyun-jun,Bong Joon Ho,Parasite
Park Keun-rok,Bong Joon Ho,Parasite
Jung Yi-seo,Bong Joon Ho,Parasite
Jo Jae-myeong,Bong Joon Ho,Parasite
Jung Ik-han,Bong Joon Ho,Parasite
Kim Kyu-baek,Bong Joon Ho,Parasite
Hwang In-kyung,Bong Joon Ho,Parasite
Ahn Seong-bong,Bong Joon Ho,Parasite
Kim Jin-hyung,Bong Joon Ho,Parasite
Kim Jin-hyung,Bong Joon Ho,Parasite
Jean Reno,Luc Besson,Léon: The Professional
Gary Oldman,Luc Besson,Léon: The Professional
Natalie Portman,Luc Besson,Léon: The Professional
Danny Aiello,Luc Besson,Léon: The Professional
Peter Appel,Luc Besson,Léon: The Professional
Willi One Blood,Luc Besson,Léon: The Professional
Don Creech,Luc Besson,Léon: The Professional
Keith A. Glascoe,Luc Besson,Léon: The Professional
Randolph Scott,Luc Besson,Léon: The Professional
Michael Badalucco,Luc Besson,Léon: The Professional
Ellen Greene,Luc Besson,Léon: The Professional
Elizabeth Regen,Luc Besson,Léon: The Professional
Carl J. Matusovich,Luc Besson,Léon: The Professional
Frank Senger,Luc Besson,Léon: The Professional
Lucius Wyatt Cherokee,Luc Besson,Léon: The Professional
Eric Challier,Luc Besson,Léon: The Professional
Luc Bernard,Luc Besson,Léon: The Professional
Maïwenn,Luc Besson,Léon: The Professional
Maïwenn,Luc Besson,Léon: The Professional
Matthew Broderick,Roger Allers,The Lion King
Jeremy Irons,Roger Allers,The Lion King
James Earl Jones,Roger Allers,The Lion King
Whoopi Goldberg,Roger Allers,The Lion King
Rowan Atkinson,Roger Allers,The Lion King
Niketa Calame-Harris,Roger Allers,The Lion King
Jim Cummings,Roger Allers,The Lion King
Robert Guillaume,Roger Allers,The Lion King
Moira Kelly,Roger Allers,The Lion King
Nathan Lane,Roger Allers,The Lion King
Zoe Leader,Roger Allers,The Lion King
Cheech Marin,Roger Allers,The Lion King
Ernie Sabella,Roger Allers,The Lion King
Madge Sinclair,Roger Allers,The Lion King
Jonathan Taylor Thomas,Roger Allers,The Lion King
Frank Welker,Roger Allers,The Lion King
Cathy Cavadini,Roger Allers,The Lion King
Judi M. Durand,Roger Allers,The Lion King
Judi M. Durand,Roger Allers,The Lion King
Russell Crowe,Ridley Scott,Gladiator
Joaquin Phoenix,Ridley Scott,Gladiator
Connie Nielsen,Ridley Scott,Gladiator
Oliver Reed,Ridley Scott,Gladiator
Richard Harris,Ridley Scott,Gladiator
Derek Jacobi,Ridley Scott,Gladiator
Djimon Hounsou,Ridley Scott,Gladiator
David Schofield,Ridley Scott,Gladiator
John Shrapnel,Ridley Scott,Gladiator
Tomas Arana,Ridley Scott,Gladiator
Ralf Moeller,Ridley Scott,Gladiator
Spencer Treat Clark,Ridley Scott,Gladiator
David Hemmings,Ridley Scott,Gladiator
Tommy Flanagan,Ridley Scott,Gladiator
Sven-Ole Thorsen,Ridley Scott,Gladiator
Omid Djalili,Ridley Scott,Gladiator
Nicholas McGaughey,Ridley Scott,Gladiator
Chris Kell,Ridley Scott,Gladiator
Chris Kell,Ridley Scott,Gladiator
Edward Norton,Tony Kaye,American History X
Edward Furlong,Tony Kaye,American History X
Beverly D'Angelo,Tony Kaye,American History X
Jennifer Lien,Tony Kaye,American History X
Ethan Suplee,Tony Kaye,American History X
Fairuza Balk,Tony Kaye,American History X
Avery Brooks,Tony Kaye,American History X
Elliott Gould,Tony Kaye,American History X
Stacy Keach,Tony Kaye,American History X
William Russ,Tony Kaye,American History X
Guy Torry,Tony Kaye,American History X
Joe Cortese,Tony Kaye,American History X
Jason Bose Smith,Tony Kaye,American History X
Antonio David Lyons,Tony Kaye,American History X
Alex Sol,Tony Kaye,American History X
Keram Malicki-Sánchez,Tony Kaye,American History X
Giuseppe Andrews,Tony Kaye,American History X
Michelle Christine White,Tony Kaye,American History X
Michelle Christine White,Tony Kaye,American History X
Leonardo DiCaprio,Martin Scorsese,The Departed
Matt Damon,Martin Scorsese,The Departed
Jack Nicholson,Martin Scorsese,The Departed
Mark Wahlberg,Martin Scorsese,The Departed
Martin Sheen,Martin Scorsese,The Departed
Ray Winstone,Martin Scorsese,The Departed
Vera Farmiga,Martin Scorsese,The Departed
Anthony Anderson,Martin Scorsese,The Departed
Alec Baldwin,Martin Scorsese,The Departed
Kevin Corrigan,Martin Scorsese,The Departed
James Badge Dale,Martin Scorsese,The Departed
David O'Hara,Martin Scorsese,The Departed
Mark Rolston,Martin Scorsese,The Departed
Robert Wahlberg,Martin Scorsese,The Departed
Kristen Dalton,Martin Scorsese,The Departed
Thomas B. Duffy,Martin Scorsese,The Departed
Richard Hughes,Martin Scorsese,The Departed
J.C. MacKenzie,Martin Scorsese,The Departed
J.C. MacKenzie,Martin Scorsese,The Departed
Kevin Spacey,Bryan Singer,The Usual Suspects
Gabriel Byrne,Bryan Singer,The Usual Suspects
Chazz Palminteri,Bryan Singer,The Usual Suspects
Stephen Baldwin,Bryan Singer,The Usual Suspects
Benicio Del Toro,Bryan Singer,The Usual Suspects
Kevin Pollak,Bryan Singer,The Usual Suspects
Pete Postlethwaite,Bryan Singer,The Usual Suspects
Suzy Amis,Bryan Singer,The Usual Suspects
Giancarlo Esposito,Bryan Singer,The Usual Suspects
Dan Hedaya,Bryan Singer,The Usual Suspects
Paul Bartel,Bryan Singer,The Usual Suspects
Carl Bressler,Bryan Singer,The Usual Suspects
Phillipe Simon,Bryan Singer,The Usual Suspects
Jack Shearer,Bryan Singer,The Usual Suspects
Christine Estabrook,Bryan Singer,The Usual Suspects
Clark Gregg,Bryan Singer,The Usual Suspects
Morgan Hunter,Bryan Singer,The Usual Suspects
Ken Daly,Bryan Singer,The Usual Suspects
Ken Daly,Bryan Singer,The Usual Suspects
Christian Bale,Christopher Nolan,The Prestige
Hugh Jackman,Christopher Nolan,The Prestige
Scarlett Johansson,Christopher Nolan,The Prestige
Michael Caine,Christopher Nolan,The Prestige
Piper Perabo,Christopher Nolan,The Prestige
Rebecca Hall,Christopher Nolan,The Prestige
Samantha Mahurin,Christopher Nolan,The Prestige
David Bowie,Christopher Nolan,The Prestige
Andy Serkis,Christopher Nolan,The Prestige
Daniel Davis,Christopher Nolan,The Prestige
Jim Piddock,Christopher Nolan,The Prestige
Christopher Neame,Christopher Nolan,The Prestige
Mark Ryan,Christopher Nolan,The Prestige
Roger Rees,Christopher Nolan,The Prestige
Jamie Harris,Christopher Nolan,The Prestige
Monty Stuart,Christopher Nolan,The Prestige
Ron Perkins,Christopher Nolan,The Prestige
Ricky Jay,Christopher Nolan,The Prestige
Ricky Jay,Christopher Nolan,The Prestige
Miles Teller,Damien Chazelle,Whiplash
J.K. Simmons,Damien Chazelle,Whiplash
Melissa Benoist,Damien Chazelle,Whiplash
Paul Reiser,Damien Chazelle,Whiplash
Austin Stowell,Damien Chazelle,Whiplash
Nate Lang,Damien Chazelle,Whiplash
Chris Mulkey,Damien Chazelle,Whiplash
Damon Gupton,Damien Chazelle,Whiplash
Suanne Spoke,Damien Chazelle,Whiplash
Max Kasch,Damien Chazelle,Whiplash
Charlie Ian,Damien Chazelle,Whiplash
Jayson Blair,Damien Chazelle,Whiplash
Kofi Siriboe,Damien Chazelle,Whiplash
Kavita Patil,Damien Chazelle,Whiplash
C.J. Vana,Damien Chazelle,Whiplash
Tarik Lowe,Damien Chazelle,Whiplash
Tyler Kimball,Damien Chazelle,Whiplash
Rogelio Douglas Jr.,Damien Chazelle,Whiplash
Rogelio Douglas Jr.,Damien Chazelle,Whiplash
Humphrey Bogart,Michael Curtiz,Casablanca
Ingrid Bergman,Michael Curtiz,Casablanca
Paul Henreid,Michael Curtiz,Casablanca
Claude Rains,Michael Curtiz,Casablanca
Conrad Veidt,Michael Curtiz,Casablanca
Sydney Greenstreet,Michael Curtiz,Casablanca
Peter Lorre,Michael Curtiz,Casablanca
S.Z. Sakall,Michael Curtiz,Casablanca
Madeleine Lebeau,Michael Curtiz,Casablanca
Dooley Wilson,Michael Curtiz,Casablanca
Joy Page,Michael Curtiz,Casablanca
John Qualen,Michael Curtiz,Casablanca
Leonid Kinskey,Michael Curtiz,Casablanca
Curt Bois,Michael Curtiz,Casablanca
Abdullah Abbas,Michael Curtiz,Casablanca
Enrique Acosta,Michael Curtiz,Casablanca
Ed Agresti,Michael Curtiz,Casablanca
Arnet Amos,Michael Curtiz,Casablanca
Arnet Amos,Michael Curtiz,Casablanca
Tsutomu Tatsumi,Isao Takahata,Grave of the Fireflies
Ayano Shiraishi,Isao Takahata,Grave of the Fireflies
Akemi Yamaguchi,Isao Takahata,Grave of the Fireflies
Yoshiko Shinohara,Isao Takahata,Grave of the Fireflies
Kôzô Hashida,Isao Takahata,Grave of the Fireflies
Masayo Sakai,Isao Takahata,Grave of the Fireflies
Kazumi Nozaki,Isao Takahata,Grave of the Fireflies
Yoshio Matsuoka,Isao Takahata,Grave of the Fireflies
Masahiro Kanetake,Isao Takahata,Grave of the Fireflies
Kiyoshi Yanagawa,Isao Takahata,Grave of the Fireflies
Hajime Maki,Isao Takahata,Grave of the Fireflies
Atsuo Omote,Isao Takahata,Grave of the Fireflies
Teruhisa Harita,Isao Takahata,Grave of the Fireflies
Hiroshi Tanaka,Isao Takahata,Grave of the Fireflies
Michio Denpô,Isao Takahata,Grave of the Fireflies
Shirô Tamaki,Isao Takahata,Grave of the Fireflies
Tadashi Nakamura,Isao Takahata,Grave of the Fireflies
Mika Sekita,Isao Takahata,Grave of the Fireflies
Mika Sekita,Isao Takahata,Grave of the Fireflies
Tatsuya Nakadai,Masaki Kobayashi,Harakiri
Akira Ishihama,Masaki Kobayashi,Harakiri
Shima Iwashita,Masaki Kobayashi,Harakiri
Tetsurô Tanba,Masaki Kobayashi,Harakiri
Masao Mishima,Masaki Kobayashi,Harakiri
Ichirô Nakatani,Masaki Kobayashi,Harakiri
Kei Satô,Masaki Kobayashi,Harakiri
Yoshio Inaba,Masaki Kobayashi,Harakiri
Hisashi Igawa,Masaki Kobayashi,Harakiri
Tôru Takeuchi,Masaki Kobayashi,Harakiri
Yoshirô Aoki,Masaki Kobayashi,Harakiri
Tatsuo Matsumura,Masaki Kobayashi,Harakiri
Akiji Kobayashi,Masaki Kobayashi,Harakiri
Kôichi Hayashi,Masaki Kobayashi,Harakiri
Ryûtarô Gomi,Masaki Kobayashi,Harakiri
Jô Azumi,Masaki Kobayashi,Harakiri
Nakajirô Tomita,Masaki Kobayashi,Harakiri
Shichisaburô Amatsu,Masaki Kobayashi,Harakiri
Shichisaburô Amatsu,Masaki Kobayashi,Harakiri
François Cluzet,Olivier Nakache,The Intouchables
Omar Sy,Olivier Nakache,The Intouchables
Anne Le Ny,Olivier Nakache,The Intouchables
Audrey Fleurot,Olivier Nakache,The Intouchables
Joséphine de Meaux,Olivier Nakache,The Intouchables
Clotilde Mollet,Olivier Nakache,The Intouchables
Alba Gaïa Bellugi,Olivier Nakache,The Intouchables
Cyril Mendy,Olivier Nakache,The Intouchables
Salimata Kamate,Olivier Nakache,The Intouchables
Absa Diatou Toure,Olivier Nakache,The Intouchables
Grégoire Oestermann,Olivier Nakache,The Intouchables
Dominique Daguier,Olivier Nakache,The Intouchables
François Caron,Olivier Nakache,The Intouchables
Christian Ameri,Olivier Nakache,The Intouchables
Thomas Solivérès,Olivier Nakache,The Intouchables
Dorothée Brière,Olivier Nakache,The Intouchables
Marie-Laure Descoureaux,Olivier Nakache,The Intouchables
Émilie Caen,Olivier Nakache,The Intouchables
Émilie Caen,Olivier Nakache,The Intouchables
Charles Chaplin,Charles Chaplin,Modern Times
Paulette Goddard,Charles Chaplin,Modern Times
Henry Bergman,Charles Chaplin,Modern Times
Tiny Sandford,Charles Chaplin,Modern Times
Chester Conklin,Charles Chaplin,Modern Times
Hank Mann,Charles Chaplin,Modern Times
Stanley Blystone,Charles Chaplin,Modern Times
Al Ernest Garcia,Charles Chaplin,Modern Times
Richard Alexander,Charles Chaplin,Modern Times
Cecil Reynolds,Charles Chaplin,Modern Times
Mira McKinney,Charles Chaplin,Modern Times
Murdock MacQuarrie,Charles Chaplin,Modern Times
Wilfred Lucas,Charles Chaplin,Modern Times
Edward LeSaint,Charles Chaplin,Modern Times
Fred Malatesta,Charles Chaplin,Modern Times
Sammy Stein,Charles Chaplin,Modern Times
Juana Sutton,Charles Chaplin,Modern Times
Ted Oliver,Charles Chaplin,Modern Times
Ted Oliver,Charles Chaplin,Modern Times
Henry Fonda,Sergio Leone,Once Upon a Time in the West
Charles Bronson,Sergio Leone,Once Upon a Time in the West
Claudia Cardinale,Sergio Leone,Once Upon a Time in the West
Jason Robards,Sergio Leone,Once Upon a Time in the West
Gabriele Ferzetti,Sergio Leone,Once Upon a Time in the West
Paolo Stoppa,Sergio Leone,Once Upon a Time in the West
Woody Strode,Sergio Leone,Once Upon a Time in the West
Jack Elam,Sergio Leone,Once Upon a Time in the West
Keenan Wynn,Sergio Leone,Once Upon a Time in the West
Frank Wolff,Sergio Leone,Once Upon a Time in the West
Lionel Stander,Sergio Leone,Once Upon a Time in the West
Livio Andronico,Sergio Leone,Once Upon a Time in the West
Salvatore Basile,Sergio Leone,Once Upon a Time in the West
Aldo Berti,Sergio Leone,Once Upon a Time in the West
Joseph Bradley,Sergio Leone,Once Upon a Time in the West
Frank Braña,Sergio Leone,Once Upon a Time in the West
